Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#19,Gegê,33.3,11,4,0,0.0,2.0,5,0,18,32,4,8,2,3,2,2,4,1,5
#0,Roquemore,33.1,7,1,0,2.0,9.0,2,1,13,27,1,4,3,5,4,5,3,0,3
#7,Jefferson,20.5,2,1,0,2.0,2.0,3,0,12,20,1,2,4,6,1,2,1,0,1
#21,Wesley,20.1,2,2,0,4.0,0.0,0,2,10,17,0,1,5,7,0,0,0,0,0
#11,Teichmann,31.2,5,2,0,3.0,3.0,2,1,10,18,0,0,5,8,0,2,6,2,8
#15,Audrei,20.3,1,0,0,4.0,2.0,0,0,8,20,1,3,2,5,1,1,3,1,4
#1,Rush,20.5,0,0,0,4.0,0.0,1,2,7,17,1,3,2,4,0,0,0,1,1
#34,Lelê,13.6,0,0,1,1.0,1.0,2,0,4,9,1,1,0,2,1,2,2,1,3
#44,Thales,0.2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#6,Adriano Big,6.1,0,0,0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1
#55,Augusto,1.3,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#12,Bruno,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,28,10,1,23.0,19.0,16,6,82,160,9,22,23,40,9,14,22,6,28
#28,Lucas,20.2,1,0,0,0.0,3.0,2,0,17,21,1,1,6,8,2,2,4,2,6
#10,Gustavo,19.5,0,1,1,3.0,3.0,2,0,13,22,3,6,2,2,0,0,2,0,2
#12,Giovannoni,24.8,0,1,1,2.0,3.0,0,0,12,24,1,4,4,5,1,2,7,2,9
#2,Fúlvio,25.1,6,1,0,4.0,2.0,5,0,10,25,1,5,3,4,1,2,3,1,4
#99,Hayes,17.3,1,2,0,1.0,2.0,0,0,9,11,1,1,3,4,0,0,1,1,2
#1,Deodato,21.4,4,1,0,3.0,1.0,2,0,9,27,1,5,3,5,0,2,0,1,1
#32,David Jackson,29.0,6,2,0,3.0,8.0,2,0,6,14,0,2,0,1,6,6,5,0,5
#23,Nezinho,25.3,5,0,0,2.0,0.0,3,0,5,18,1,4,1,3,0,0,1,1,2
#15,Renato,17.5,2,0,0,2.0,1.0,0,0,0,10,0,0,0,5,0,0,2,3,5
#25,Bruninho,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8,Dedé,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,25,8,2,20.0,23.0,17,0,81,172,9,28,22,37,10,14,25,13,38
