Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#0,Anthony,18.2,3,0,0,4.0,4.0,0,0,15,21,2,3,4,5,1,2,4,1,5
#10,Alex,23.1,8,1,0,2.0,2.0,3,0,13,22,2,5,3,3,1,1,3,0,3
#7,Isaac,18.2,0,0,0,2.0,1.0,0,0,12,17,2,3,3,3,0,2,2,0,2
#30,Hettsheimeir,19.5,0,0,0,2.0,3.0,4,0,11,16,1,1,4,6,0,1,7,1,8
#18,Michael,9.4,0,0,0,0.0,3.0,0,1,8,10,0,0,3,4,2,2,1,2,3
#25,Gabriel Jaú,15.6,2,2,1,1.0,1.0,1,0,8,10,0,0,4,5,0,0,4,1,5
#13,Matulionis,16.9,2,1,2,0.0,0.0,1,1,7,18,1,4,2,3,0,0,0,1,1
#44,Renan,20.2,1,0,1,2.0,2.0,1,0,4,10,0,0,1,4,2,2,4,1,5
#6,Shilton,15.3,0,0,0,2.0,1.0,1,0,4,4,0,0,2,2,0,0,1,0,1
#10,Duda,20.3,3,0,0,0.0,1.0,1,0,4,26,0,6,1,3,2,2,4,1,5
#4,Stefano,18.5,3,0,0,3.0,1.0,0,0,2,2,0,0,1,1,0,0,2,0,2
#8,Henrique,5.0,0,1,0,0.0,0.0,2,0,0,9,0,3,0,0,0,0,1,0,1
Equipe,Equipe,0.0,22,5,4,18.0,19.0,14,2,88,165,8,25,28,39,8,12,38,9,47
#23,Stocks,37.6,2,1,0,4.0,7.0,6,0,13,41,1,5,4,10,2,6,1,0,1
#20,Tiagão,16.2,0,0,0,5.0,1.0,2,0,10,15,2,3,2,3,0,0,3,1,4
#7,Jerônimo,13.3,0,0,0,2.0,0.0,2,1,6,6,0,0,3,3,0,0,2,1,3
#8,Colimerio,14.6,1,0,0,2.0,3.0,0,1,3,14,0,2,1,3,1,2,1,0,1
#54,J. Socas,26.4,2,1,0,0.0,2.0,2,0,3,16,0,2,0,3,3,4,6,1,7
#10,Vezaro,29.2,0,0,0,0.0,1.0,0,0,3,20,1,4,0,4,0,0,3,0,3
#14,A. Bambu,33.8,1,0,0,3.0,2.0,1,0,2,20,0,4,1,4,0,0,3,0,3
#32,Johnson,12.2,0,0,0,1.0,1.0,0,0,1,15,0,3,0,2,1,2,0,0,0
#23,Weihermann,4.2,1,0,0,0.0,1.0,0,0,0,6,0,2,0,0,0,0,0,0,0
#24,Biloca,12.5,0,0,0,2.0,0.0,1,0,0,11,0,3,0,1,0,0,0,0,0
Equipe,Equipe,0.0,7,2,0,19.0,18.0,16,2,41,164,4,28,11,33,7,14,21,9,30
