Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#15,Cipolini,22.9,0,0,0,2.0,0.0,0,2,16,24,2,3,5,7,0,1,4,1,5
#19,Leandrinho,25.4,1,0,1,2.0,3.0,3,0,16,23,1,3,6,6,1,2,3,0,3
#11,Jefferson,17.2,1,1,0,1.0,4.0,0,0,11,28,1,4,2,5,4,6,2,3,5
#20,Gruber,20.8,2,1,0,2.0,2.0,1,1,11,20,3,4,1,3,0,2,1,1,2
#23,Léo Meindl,26.4,6,2,0,3.0,5.0,2,0,9,21,2,4,1,3,1,3,1,0,1
#10,Coelho,26.7,4,0,1,3.0,3.0,2,0,6,9,0,1,2,2,2,2,2,0,2
#55,Rafa Luz,13.0,4,2,1,0.0,0.0,3,0,6,9,2,3,0,0,0,0,4,0,4
#12,Pedro,15.6,1,0,0,0.0,0.0,1,0,3,12,1,2,0,3,0,0,1,0,1
#12,Mineiro,15.9,0,1,1,3.0,1.0,2,0,2,6,0,0,1,3,0,0,2,0,2
#11,Antonio,12.7,0,0,0,2.0,2.0,2,0,2,4,0,0,1,2,0,0,1,1,2
#5,Cassiano,0.3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#16,João Pedro,3.2,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
Equipe,Equipe,0.0,19,7,4,20.0,21.0,17,3,82,156,12,24,19,34,8,16,25,11,36
#10,Alex,30.4,4,0,0,2.0,5.0,0,1,19,44,3,8,4,9,2,2,2,1,3
#4,Cauê,33.0,1,2,0,2.0,9.0,4,1,15,33,1,4,5,9,2,3,3,0,3
#42,Cafferata,24.1,1,3,0,2.0,2.0,0,0,12,18,2,2,2,5,2,2,2,0,2
#11,Vinicius,34.7,4,0,3,3.0,3.0,3,0,11,23,1,3,3,6,2,2,2,2,4
#24,Paranhos,18.2,2,1,0,4.0,0.0,1,0,6,8,0,0,3,4,0,0,1,1,2
#49,Nandão,20.3,1,0,2,1.0,0.0,0,0,4,6,0,0,2,3,0,0,3,1,4
#8,Cauê,20.5,4,2,0,1.0,1.0,0,0,3,10,1,2,0,2,0,0,2,0,2
#22,Pedro,11.2,0,1,0,3.0,0.0,3,0,2,8,0,2,1,1,0,0,1,1,2
#2,Warren,7.7,0,1,0,3.0,0.0,0,0,2,5,0,1,1,1,0,0,0,0,0
#27,Buboltz,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#29,Jonathan,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#22,Dida,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,17,10,5,22.0,20.0,13,2,74,155,8,22,21,40,8,9,19,7,26
