Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#9,Paulinho,25.2,1,4,0,4.0,4.0,3,0,20,45,2,9,6,8,2,2,3,0,3
#33,Felipe,33.8,0,2,0,3.0,2.0,2,0,14,26,4,6,1,4,0,0,7,0,7
#5,Davi,38.9,12,4,0,2.0,4.0,1,0,11,40,1,6,2,8,4,6,0,0,0
#23,Leonardo,30.3,0,1,2,4.0,6.0,3,3,10,18,0,0,4,8,2,2,5,5,10
#17,Rashaun,35.8,0,2,0,0.0,0.0,0,0,10,33,2,9,2,3,0,0,4,3,7
#26,Betinho,19.7,0,0,0,1.0,3.0,0,0,8,21,0,3,2,4,4,4,3,0,3
#14,Sualisson,9.7,0,1,0,5.0,1.0,2,0,3,6,1,2,0,0,0,0,2,1,3
#32,Leal,3.5,0,0,0,2.0,0.0,0,0,2,2,0,0,1,1,0,0,0,0,0
#22,Felipe,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Gabriel,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Armani,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8,W. Guilherme,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,13,14,2,21.0,20.0,11,3,78,191,10,35,18,36,12,14,25,11,36
#2,Okorie,29.5,0,0,1,2.0,3.0,4,0,15,42,2,7,4,10,1,1,2,2,4
#40,André Goes,34.9,8,1,0,3.0,3.0,2,0,14,37,0,5,5,9,4,4,5,0,5
#21,Murilo,21.5,1,0,0,3.0,9.0,1,0,13,24,1,2,2,5,6,8,3,4,7
#34,Kurtz,18.5,0,0,3,4.0,3.0,1,0,11,15,0,0,4,5,3,5,3,1,4
#4,Arthur,28.1,1,1,0,3.0,0.0,1,0,9,12,1,2,3,3,0,0,6,1,7
#8,Shaw,17.0,0,0,0,1.0,1.0,1,0,8,12,2,2,0,2,2,2,4,0,4
#35,Maique,12.6,1,0,0,0.0,0.0,2,0,3,8,1,2,0,1,0,0,0,1,1
#17,Edu Mariano,27.4,5,2,0,2.0,1.0,1,0,2,11,0,1,1,4,0,0,6,1,7
#3,João Pedro,6.5,0,1,0,2.0,1.0,2,0,2,7,0,1,1,2,0,0,0,0,0
#14,Dawkins,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Renato,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,16,5,4,20.0,21.0,15,0,77,168,7,22,20,41,16,20,33,11,44
