Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#32,David Jackson,39.2,4,1,1,4.0,5.0,1,0,17,37,2,8,3,4,5,5,2,1,3
#15,Renato,17.3,1,0,0,2.0,6.0,1,0,14,23,0,0,5,8,4,7,2,5,7
#28,Lucas,22.7,0,2,1,5.0,4.0,1,0,13,25,1,2,4,7,2,5,6,2,8
#23,Nezinho,20.6,6,0,0,4.0,0.0,1,0,9,20,1,4,3,4,0,0,2,1,3
#12,Giovannoni,25.7,1,2,0,2.0,2.0,2,0,8,21,0,1,3,8,2,2,3,1,4
#2,Fúlvio,23.1,5,2,0,1.0,1.0,2,0,5,18,1,2,1,6,0,0,4,0,4
#1,Deodato,16.9,1,0,1,1.0,0.0,1,0,4,16,0,4,2,2,0,0,1,1,2
#99,Hayes,12.8,0,0,0,3.0,2.0,1,0,3,7,1,1,0,1,0,2,1,0,1
#10,Gustavo,18.3,1,1,0,3.0,1.0,0,0,2,7,0,1,1,2,0,0,0,1,1
#8,Dedé,3.5,0,0,0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
#35,L. Felipe,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#25,Bruninho,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,19,8,3,25.0,21.0,10,0,75,176,6,23,22,43,13,21,23,12,35
#4,Larry,30.2,6,2,0,3.0,2.0,2,0,17,29,2,4,4,7,3,3,1,0,1
#0,Tyrone,30.2,8,2,2,3.0,6.0,2,0,17,23,1,2,5,6,4,5,5,0,5
#11,Filipin,15.3,1,1,0,3.0,4.0,0,0,12,19,3,5,1,1,1,2,0,0,0
#8,Shamell,33.7,1,2,0,2.0,4.0,1,0,12,26,0,4,5,6,2,2,4,0,4
#18,Jimmy,28.6,1,1,0,4.0,2.0,1,0,6,22,1,4,1,4,1,2,5,3,8
#10,Fabricio,10.8,0,0,0,2.0,1.0,0,0,5,12,1,2,0,1,2,4,1,0,1
#9,Vithinho,10.7,0,0,0,0.0,0.0,4,0,4,12,0,2,2,3,0,0,0,1,1
#21,Wesley,11.0,1,0,0,2.0,1.0,0,0,4,10,0,0,2,5,0,0,0,1,1
#9,Rafa Moreira,4.1,0,0,0,0.0,0.0,0,0,3,3,1,1,0,0,0,0,0,0,0
#33,C. Torres,21.2,1,0,1,2.0,4.0,0,0,2,19,0,1,0,7,2,2,11,2,13
#11,Vieira,4.3,0,0,0,1.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
Equipe,Equipe,0.0,19,8,3,22.0,24.0,12,0,82,177,9,25,20,41,15,20,30,12,42
