Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#3,Brite,30.0,3,2,0,4.0,6.0,2,1,15,40,0,2,4,12,7,10,4,2,6
#19,Drudi,25.8,0,1,1,4.0,3.0,0,0,14,23,3,4,1,4,3,3,2,0,2
#3,Lucão,25.4,1,1,0,2.0,3.0,1,1,11,13,0,0,5,5,1,3,5,4,9
#0,Cook,31.0,2,1,0,3.0,7.0,6,0,10,38,1,7,1,5,5,7,4,0,4
#41,Mineiro,15.5,0,0,1,1.0,3.0,0,0,6,10,0,1,1,1,4,5,3,2,5
#13,Andrezão,13.4,0,0,0,2.0,0.0,1,0,5,8,1,2,1,1,0,0,2,1,3
#8,Crescenzi,17.1,2,1,0,2.0,2.0,2,0,5,16,0,3,1,2,3,3,0,1,1
#9,Luis,12.0,1,0,0,2.0,1.0,0,0,2,7,0,1,1,2,0,0,0,0,0
#11,Ferros,12.3,0,0,0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,2,0,2
#10,Raphael,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#0,Branquinho,0.9,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#24,Lucas,16.7,3,0,0,3.0,0.0,2,0,0,7,0,1,0,2,0,0,1,1,2
Equipe,Equipe,0.0,12,6,2,26.0,27.0,14,2,68,162,5,21,15,34,23,31,25,13,38
#5,Jamaal,30.1,5,0,0,4.0,7.0,3,0,24,31,5,7,2,2,5,6,4,0,4
#7,Gabriel,31.0,0,2,0,2.0,3.0,1,0,13,31,1,4,4,8,2,3,3,1,4
#11,Fabrício,17.4,0,1,0,3.0,6.0,0,0,9,16,1,2,0,2,6,6,1,0,1
#12,R. Bahia,22.0,2,1,1,5.0,2.0,1,0,8,8,0,0,2,2,4,4,0,1,1
#0,Guga,25.5,3,1,0,4.0,3.0,1,0,7,17,2,3,0,3,1,2,1,1,2
#44,Coimbra,23.9,0,0,1,1.0,2.0,3,0,6,16,0,0,2,6,2,4,7,2,9
#2,Tatum,16.1,1,0,0,3.0,1.0,0,0,4,21,0,5,2,3,0,0,0,1,1
#50,Dos Santos,12.9,0,1,0,2.0,1.0,0,0,2,10,0,0,1,5,0,0,3,3,6
#14,Douglas,18.4,1,0,0,3.0,0.0,2,0,2,14,0,2,1,4,0,0,1,3,4
#15,Roberto,2.9,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#23,Guapi,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#9,Varela,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,12,6,2,27.0,25.0,11,0,75,164,9,23,14,35,20,25,24,12,36
