Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#36,Arthur,30.2,4,0,0,4.0,4.0,2,1,16,39,2,7,3,7,4,4,4,2,6
#1,Holloway,33.0,1,2,1,2.0,4.0,1,0,16,34,3,8,2,3,3,4,5,4,9
#18,Lupa,31.6,8,1,1,4.0,5.0,0,0,10,16,0,0,4,6,2,4,4,1,5
#3,Bennett,30.4,1,1,0,2.0,0.0,1,0,8,25,2,7,1,2,0,0,3,1,4
#50,Ware,25.7,2,2,1,1.0,3.0,0,0,8,12,0,0,4,6,0,0,5,1,6
#10,Ansaloni,15.7,2,0,0,1.0,1.0,4,0,5,21,0,3,2,5,1,2,3,1,4
#4,Ruivo,20.8,4,0,0,2.0,2.0,0,0,5,12,1,2,0,2,2,2,5,0,5
#11,Vitor,1.9,0,0,0,1.0,0.0,0,0,2,5,0,1,1,1,0,0,0,0,0
#24,Sena,0.8,0,0,0,0.0,0.0,0,0,2,4,0,0,1,2,0,0,0,0,0
#13,Toledo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#42,Mamedes,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#77,Gui Bento,9.9,0,1,0,3.0,1.0,1,0,0,3,0,1,0,0,0,0,2,0,2
Equipe,Equipe,0.0,22,7,3,21.0,20.0,11,1,72,171,8,29,18,34,12,16,31,10,41
#2,Fúlvio,19.2,3,1,0,2.0,2.0,2,0,15,26,3,6,2,3,2,2,0,0,0
#12,Giovannoni,33.8,2,1,1,2.0,0.0,1,0,13,28,3,8,2,2,0,0,9,0,9
#15,Renato,23.5,1,0,0,3.0,2.0,2,0,11,14,0,0,4,5,3,4,6,1,7
#32,David Jackson,32.9,3,1,0,1.0,6.0,0,0,11,32,2,7,1,3,3,5,5,1,6
#10,Gustavo,23.8,3,0,0,4.0,3.0,0,0,10,20,1,4,2,2,3,4,1,0,1
#23,Nezinho,30.7,9,1,0,3.0,3.0,4,0,10,23,2,5,0,2,4,4,0,0,0
#99,Hayes,9.0,0,1,0,3.0,3.0,0,1,4,14,0,2,1,3,2,2,0,1,1
#28,Lucas,15.8,1,1,1,0.0,1.0,0,0,2,9,0,1,1,3,0,0,5,0,5
#25,Bruninho,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#8,Dedé,4.8,0,0,0,1.0,0.0,0,0,0,5,0,1,0,1,0,0,0,0,0
#20,Alexei,6.4,0,0,0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,22,6,2,20.0,20.0,10,1,76,171,11,34,13,24,17,21,28,4,32
