Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#2,Fuller,31.7,0,1,0,3.0,4.0,1,0,27,43,6,11,2,2,5,6,1,0,1
#87,Guilherme,19.1,0,1,0,1.0,0.0,3,1,15,20,3,4,3,4,0,0,5,1,6
#9,Deryk,21.0,2,0,0,2.0,1.0,1,0,15,31,3,7,3,5,0,0,0,0,0
#25,Nesbitt,16.4,1,1,0,4.0,1.0,0,1,12,20,3,4,1,3,1,2,7,1,8
#5,Elinho,31.0,12,1,0,1.0,1.0,6,0,10,20,2,4,2,4,0,0,2,0,2
#7,Jhonatan,26.5,2,0,0,1.0,4.0,1,0,8,24,2,6,1,3,0,0,1,0,1
#17,Du Sommer,16.2,0,1,0,3.0,3.0,1,1,7,10,0,0,3,3,1,4,0,0,0
#10,Vitão,5.3,0,0,1,2.0,1.0,0,0,2,4,0,0,0,1,2,2,1,1,2
#2,Yago,1.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
#9,Lucas Dias,21.7,8,2,2,2.0,1.0,1,0,0,5,0,1,0,1,0,0,4,1,5
#35,Gemadinha,1.2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#33,Eddy,9.0,2,0,0,0.0,0.0,0,0,0,9,0,3,0,0,0,0,2,0,2
Equipe,Equipe,0.0,27,7,3,19.0,16.0,15,3,96,186,19,40,15,26,9,14,28,9,37
#21,B. Fiorotto,23.2,1,0,0,1.0,6.0,2,1,21,24,1,1,7,8,4,5,5,1,6
#33,Felipe,20.2,3,1,1,3.0,4.0,0,0,17,27,2,3,3,6,5,6,2,5,7
#9,Paulinho,34.9,7,0,0,2.0,3.0,3,0,13,24,1,3,3,5,4,5,1,0,1
#14,Sualisson,17.2,0,2,0,3.0,1.0,3,0,13,24,1,2,4,8,2,2,3,1,4
#26,Betinho,24.5,3,3,0,4.0,1.0,2,0,7,24,1,6,1,2,2,2,4,0,4
#5,Davi,30.3,3,0,0,0.0,2.0,1,0,4,17,0,1,1,6,2,2,2,0,2
#17,Rashaun,16.2,0,1,0,0.0,0.0,0,0,3,12,1,2,0,3,0,0,0,1,1
#23,Leonardo,22.2,0,1,0,1.0,2.0,2,0,2,14,0,0,1,7,0,0,3,3,6
#32,Leal,3.1,0,0,0,0.0,0.0,0,0,2,6,0,0,1,3,0,0,0,0,0
#19,Molony-Benjamin,4.7,0,1,0,1.0,0.0,0,0,2,2,0,0,1,1,0,0,0,1,1
#5,Armani,1.8,0,0,0,1.0,0.0,0,0,0,2,0,0,0,1,0,0,1,0,1
#24,Laster,1.8,0,0,0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0
Equipe,Equipe,0.0,17,9,1,16.0,19.0,13,1,84,178,7,18,22,51,19,22,25,13,38
