Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#44,Coimbra,27.8,1,0,2,3.0,3.0,2,0,16,30,1,4,5,7,3,4,6,2,8
#0,Guga,36.6,7,0,0,1.0,2.0,4,0,10,38,0,3,5,14,0,1,3,1,4
#50,Dos Santos,18.1,0,1,1,2.0,1.0,1,0,8,14,0,0,3,6,2,2,8,3,11
#7,Gabriel,25.7,1,0,0,2.0,2.0,0,0,8,20,2,4,1,4,0,0,1,1,2
#14,Douglas,21.6,2,0,0,3.0,3.0,2,0,7,18,1,2,2,6,0,0,2,2,4
#11,Fabrício,23.5,1,1,0,2.0,1.0,2,0,4,7,0,1,2,2,0,0,5,0,5
#2,Tatum,22.9,0,0,0,3.0,1.0,3,0,3,26,1,4,0,6,0,2,3,0,3
#15,Roberto,11.4,0,0,0,2.0,1.0,1,0,2,2,0,0,0,0,2,2,1,0,1
#12,R. Bahia,12.6,0,0,0,1.0,3.0,0,1,2,12,0,0,1,6,0,0,6,1,7
#23,Guapi,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#5,Jamaal,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#9,Varela,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,12,2,3,19.0,17.0,16,1,60,167,5,18,19,51,7,11,36,14,50
#30,Hettsheimeir,23.8,0,1,0,1.0,4.0,0,0,24,41,3,6,7,10,1,3,6,1,7
#10,Duda,21.5,2,2,0,1.0,3.0,0,0,14,28,2,6,3,4,2,2,1,0,1
#0,Anthony,28.3,6,1,0,1.0,2.0,0,0,12,31,3,6,1,6,1,1,0,1,1
#10,Alex,27.3,5,1,1,1.0,2.0,1,0,9,20,1,4,2,3,2,2,4,1,5
#25,Gabriel Jaú,17.1,1,1,1,3.0,3.0,1,1,9,15,1,2,2,2,2,5,6,3,9
#44,Renan,22.4,1,1,4,2.0,0.0,1,1,5,16,1,4,1,2,0,0,5,0,5
#6,Shilton,17.4,0,1,0,2.0,1.0,0,0,2,6,0,0,1,3,0,0,2,0,2
#8,Henrique,4.4,0,0,0,1.0,0.0,0,1,2,8,0,2,1,1,0,0,1,0,1
#7,Isaac,19.1,0,2,1,2.0,2.0,1,0,0,16,0,4,0,2,0,0,4,0,4
#18,Michael,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#4,Stefano,11.7,3,0,0,2.0,0.0,0,0,0,11,0,3,0,1,0,0,3,0,3
#5,João Marcos,1.8,0,0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,18,10,7,18.0,17.0,4,3,77,192,11,37,18,34,8,13,32,6,38
