Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#2,Fuller,32.5,5,1,0,4.0,2.0,5,0,22,41,5,11,1,1,5,6,1,2,3
#25,Nesbitt,33.8,3,0,1,1.0,7.0,2,0,19,34,2,3,4,9,5,7,8,3,11
#9,Lucas Dias,35.2,4,1,0,4.0,2.0,1,2,18,41,1,5,7,12,1,2,3,3,6
#9,Deryk,27.2,6,1,0,2.0,2.0,2,0,12,22,2,4,3,5,0,0,1,1,2
#17,Du Sommer,24.2,0,0,0,2.0,1.0,1,1,8,13,0,1,3,4,2,2,1,0,1
#5,Elinho,31.0,4,4,0,2.0,3.0,4,0,6,9,1,2,1,1,1,1,2,0,2
#7,Jhonatan,29.0,1,1,0,4.0,1.0,0,0,5,23,1,7,1,1,0,0,7,2,9
#2,Yago,2.9,1,0,0,0.0,0.0,1,0,3,3,1,1,0,0,0,0,0,0,0
#87,Guilherme,4.3,0,1,0,2.0,0.0,1,0,0,2,0,0,0,1,0,0,0,0,0
#13,Alex,0.6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#33,Eddy,3.9,1,0,0,0.0,0.0,0,0,0,6,0,2,0,0,0,0,1,0,1
#10,Vitão,0.6,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,25,9,1,21.0,18.0,18,3,93,194,13,36,20,34,14,18,26,12,38
#7,Jefferson,29.6,1,0,0,2.0,1.0,1,0,28,40,6,8,5,8,0,0,2,1,3
#21,Wesley,25.2,1,2,0,4.0,3.0,2,1,14,25,1,2,4,8,3,3,2,2,4
#0,Roquemore,37.9,8,5,0,3.0,7.0,5,0,12,39,2,6,1,7,4,7,3,1,4
#1,Rush,28.7,0,0,0,4.0,1.0,0,0,11,23,1,3,3,6,2,2,3,1,4
#11,Teichmann,39.1,6,2,0,2.0,4.0,2,1,8,18,0,0,1,6,6,6,5,1,6
#19,Gegê,26.1,2,0,0,1.0,4.0,1,0,6,12,1,2,1,2,1,2,2,1,3
#15,Audrei,24.4,1,0,0,1.0,0.0,1,0,3,9,1,3,0,0,0,0,2,1,3
#6,Adriano Big,5.9,0,0,0,0.0,1.0,1,0,2,2,0,0,1,1,0,0,2,0,2
#34,Lelê,7.7,0,1,0,3.0,0.0,1,0,2,5,0,1,1,1,0,0,0,0,0
#44,Thales,0.2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#55,Augusto,0.2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#12,Bruno,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,19,10,0,21.0,21.0,16,2,86,173,12,25,17,39,16,20,23,9,32
