Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#0,Cook,28.7,1,1,0,4.0,3.0,3,0,20,39,3,8,2,4,7,7,1,2,3
#8,Crescenzi,30.5,1,1,0,3.0,2.0,1,0,13,34,1,5,3,7,4,5,3,0,3
#19,Drudi,24.0,2,0,0,1.0,4.0,2,0,8,18,1,2,1,4,3,4,2,1,3
#41,Mineiro,26.5,0,0,0,4.0,3.0,0,0,7,19,0,1,1,5,5,6,3,2,5
#3,Brite,27.7,1,0,0,4.0,2.0,2,0,6,17,0,0,3,8,0,1,3,0,3
#11,Ferros,17.3,2,0,0,3.0,2.0,2,0,5,8,0,0,2,3,1,2,3,3,6
#3,Lucão,10.4,1,0,0,4.0,0.0,2,0,4,4,0,0,2,2,0,0,2,0,2
#4,Robinho,18.3,2,3,1,3.0,2.0,3,0,4,9,0,1,1,1,2,4,5,2,7
#13,Jackson,7.0,1,0,0,2.0,0.0,1,1,4,6,0,0,2,3,0,0,0,0,0
#10,Raphael,4.9,0,0,0,1.0,0.0,0,0,2,7,0,1,1,2,0,0,0,0,0
#0,Branquinho,5.0,0,0,0,0.0,1.0,0,1,2,2,0,0,1,1,0,0,0,0,0
#22,Leandro,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,11,5,1,29.0,19.0,16,2,75,163,5,18,19,40,22,29,25,12,37
#3,Bennett,37.5,3,2,0,2.0,13.0,1,1,24,45,0,4,6,8,12,17,3,2,5
#77,Gui Bento,28.3,0,1,1,3.0,5.0,0,0,13,24,3,4,0,2,4,8,2,1,3
#1,Holloway,15.0,1,3,0,1.0,3.0,0,1,10,24,1,3,2,5,3,5,2,1,3
#4,Ruivo,34.7,5,1,0,2.0,1.0,3,0,10,19,2,5,1,1,2,2,0,0,0
#36,Arthur,26.1,0,2,0,5.0,2.0,1,0,10,16,0,0,5,8,0,0,6,1,7
#10,Ansaloni,24.3,0,0,0,2.0,1.0,1,0,9,16,2,2,1,4,1,2,3,0,3
#18,Lupa,15.1,0,0,0,4.0,2.0,1,0,1,10,0,0,0,3,1,4,4,3,7
#42,Mamedes,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#50,Ware,13.1,0,0,0,1.0,2.0,1,0,0,7,0,1,0,2,0,0,0,0,0
#24,Sena,1.4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#50,Jonatan,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#11,Vitor,4.0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,9,9,1,23.0,29.0,9,2,77,161,8,19,15,33,23,38,22,10,32
