Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#2,Brown,35.5,4,1,0,3.0,1.0,1,0,17,34,2,2,5,13,1,2,3,1,4
#5,César,37.0,0,0,0,2.0,8.0,1,0,10,31,2,7,2,5,0,0,6,1,7
#22,Jones,19.5,1,1,1,2.0,3.0,0,0,9,25,2,5,1,4,1,2,5,1,6
#5,Hélio,35.4,4,1,0,2.0,1.0,1,0,9,31,2,7,1,4,1,2,2,1,3
#16,Alemão,21.2,0,0,0,1.0,2.0,1,0,8,11,0,0,3,4,2,3,3,3,6
#15,Márcio,21.4,2,1,0,4.0,4.0,1,0,7,23,1,3,1,6,2,2,1,2,3
#12,Mathias,13.9,0,0,2,2.0,3.0,1,0,3,14,0,1,1,4,1,3,3,0,3
#13,Wesley,7.0,0,0,0,2.0,1.0,1,0,2,2,0,0,0,0,2,2,4,1,5
#24,Gradnigo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#7,Lucas,9.0,0,0,0,1.0,0.0,0,0,0,8,0,2,0,1,0,0,0,0,0
#28,Solano,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#18,Alef,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,11,4,3,19.0,23.0,8,0,65,179,9,27,14,41,10,16,28,11,39
#2,Okorie,29.0,3,0,0,3.0,3.0,1,0,24,40,4,8,5,7,2,2,5,0,5
#40,André Goes,29.6,4,1,1,4.0,3.0,3,0,11,19,1,3,1,2,6,6,2,1,3
#14,Dawkins,35.5,3,0,0,1.0,4.0,3,0,10,26,2,4,2,7,0,0,3,0,3
#21,Murilo,22.9,1,0,0,3.0,2.0,2,0,9,19,0,0,4,9,1,1,10,4,14
#7,Renato,30.9,3,2,0,4.0,0.0,0,0,6,18,2,4,0,3,0,0,8,1,9
#34,Kurtz,17.1,0,0,0,3.0,3.0,3,1,6,16,0,0,2,7,2,2,5,0,5
#8,Shaw,11.2,0,0,0,2.0,2.0,1,0,4,12,1,2,0,2,1,2,0,0,0
#35,Maique,2.8,0,0,0,2.0,1.0,0,0,2,2,0,0,0,0,2,2,1,0,1
#3,João Pedro,5.2,0,0,0,0.0,0.0,0,0,0,3,0,1,0,0,0,0,0,0,0
#4,Arthur,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#17,Edu Mariano,15.8,1,0,0,1.0,1.0,0,0,0,6,0,2,0,0,0,0,2,0,2
Equipe,Equipe,0.0,15,3,1,23.0,19.0,14,1,72,161,10,24,14,37,14,15,37,7,44
