Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#13,JP Batista,31.5,3,2,0,3.0,4.0,4,0,17,23,0,0,5,8,7,7,7,1,8
#11,Marquinhos,23.7,9,2,0,4.0,6.0,1,2,16,37,1,6,3,6,7,7,2,0,2
#16,Olivinha,21.3,1,0,0,0.0,3.0,1,1,12,25,0,4,4,4,4,5,6,2,8
#5,Pilar,12.9,0,2,0,5.0,4.0,1,0,8,12,1,1,2,4,1,1,2,0,2
#14,Ramon,31.9,2,1,0,3.0,2.0,2,0,7,27,1,7,1,2,2,2,0,0,0
#8,Cubillan,25.4,1,1,0,4.0,2.0,0,0,7,17,1,3,1,2,2,4,3,2,5
#0,João Vitor,8.2,1,0,0,2.0,1.0,0,0,2,6,0,0,1,2,0,2,1,2,3
#12,Humberto,5.5,1,2,0,0.0,1.0,0,0,2,2,0,0,1,1,0,0,1,0,1
#0,Rhett,10.5,0,0,2,2.0,1.0,1,0,1,13,0,1,0,4,1,2,1,2,3
#4,Marcelinho,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#23,Pecos,19.6,3,1,0,1.0,1.0,3,0,0,9,0,1,0,3,0,0,2,1,3
#17,Danilo,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,21,11,2,25.0,25.0,14,3,72,171,4,23,18,36,24,30,27,12,39
#1,Holloway,30.2,5,1,0,4.0,7.0,4,0,18,47,0,3,6,15,6,8,8,7,15
#3,Bennett,35.9,1,3,0,2.0,9.0,5,0,16,21,0,1,5,5,6,8,1,0,1
#18,Lupa,31.7,4,2,0,4.0,3.0,3,0,10,21,0,0,4,8,2,5,3,3,6
#10,Ansaloni,24.4,2,2,0,3.0,3.0,0,0,9,23,0,3,4,5,1,4,4,1,5
#50,Ware,21.4,1,0,1,4.0,1.0,0,0,8,25,1,4,2,6,1,1,4,1,5
#4,Ruivo,33.9,2,1,0,2.0,1.0,2,0,5,23,1,5,1,4,0,0,3,1,4
#77,Gui Bento,10.3,0,0,0,4.0,0.0,2,1,2,8,0,2,1,1,0,0,1,0,1
#36,Arthur,7.1,1,1,0,1.0,0.0,1,0,0,5,0,1,0,1,0,0,2,0,2
#11,Vitor,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#24,Sena,0.8,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#50,Jonatan,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,16,10,1,25.0,24.0,17,1,68,173,2,19,23,45,16,26,27,18,45
