Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#25,Nesbitt,30.0,4,3,0,5.0,3.0,1,0,17,29,3,5,2,4,4,6,4,2,6
#9,Deryk,21.5,3,0,0,0.0,1.0,1,0,15,28,1,4,5,7,2,2,2,0,2
#5,Elinho,26.2,6,0,0,3.0,5.0,4,0,15,18,3,4,3,3,0,0,1,0,1
#2,Fuller,23.6,0,1,0,1.0,1.0,1,0,13,29,3,7,2,4,0,0,1,0,1
#87,Guilherme,17.2,1,0,0,0.0,0.0,1,0,7,10,1,2,2,2,0,0,5,1,6
#10,Vitão,10.5,0,1,0,3.0,0.0,0,0,6,8,2,2,0,1,0,0,1,0,1
#33,Eddy,6.0,1,1,0,0.0,1.0,0,0,5,14,1,2,0,3,2,2,0,1,1
#2,Yago,16.7,4,1,0,1.0,4.0,2,0,5,17,0,3,1,2,3,4,0,1,1
#17,Du Sommer,20.4,0,1,1,4.0,1.0,1,0,3,15,1,3,0,3,0,0,3,1,4
#7,Jhonatan,27.9,3,0,0,2.0,3.0,1,0,2,9,0,1,0,2,2,2,4,2,6
#13,Alex,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#35,Gemadinha,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equipe,Equipe,0.0,22,8,1,19.0,19.0,12,0,88,177,15,33,15,31,13,16,22,10,32
#23,Léo Meindl,26.3,4,1,1,3.0,8.0,3,0,15,29,0,2,5,8,5,7,4,4,8
#7,Didi,21.2,0,0,0,4.0,0.0,1,0,14,28,2,4,4,8,0,0,1,2,3
#10,Coelho,18.1,1,0,1,3.0,1.0,3,0,10,15,2,3,2,3,0,0,1,0,1
#20,Gruber,21.6,0,0,0,3.0,2.0,0,1,10,24,0,4,3,4,4,4,2,1,3
#11,Antonio,20.2,2,0,0,1.0,2.0,0,0,10,19,1,4,2,2,3,3,2,1,3
#12,Mineiro,34.0,0,1,1,0.0,3.0,1,1,8,21,0,3,3,5,2,2,3,2,5
#5,Cassiano,20.6,2,1,0,3.0,2.0,2,0,7,14,1,2,1,3,2,2,4,0,4
#16,João Pedro,4.1,1,0,0,1.0,0.0,2,0,0,0,0,0,0,0,0,0,1,1,2
#11,Jefferson,4.6,0,0,0,1.0,0.0,0,0,0,8,0,2,0,1,0,0,0,0,0
#15,Cipolini,15.6,2,0,0,1.0,0.0,2,0,0,5,0,1,0,1,0,0,2,0,2
#55,Rafa Luz,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#12,Pedro,13.8,0,0,0,0.0,1.0,2,0,0,2,0,0,0,1,0,0,0,0,0
Equipe,Equipe,0.0,12,3,3,21.0,19.0,16,2,74,165,6,25,20,36,16,18,23,13,36
