Nr.,Jogador,Min,AS,BR,TO,FC,FR,ER,EN,Pts_C,Pts_T,3_Pts_C,3_Pts_T,2_Pts_C,2_Pts_T,LL_Pts_C,LL_Pts_T,RO,RD,RT
#5,César,35.0,4,0,0,2.0,6.0,4,0,12,26,3,4,1,5,1,4,2,0,2
#2,Brown,26.6,5,0,0,1.0,1.0,3,2,10,22,0,0,5,11,0,0,3,3,6
#16,Alemão,22.9,1,2,1,1.0,3.0,3,0,10,14,0,0,4,6,2,2,7,1,8
#11,Giano,22.7,1,1,0,1.0,1.0,1,0,9,24,3,6,0,3,0,0,1,0,1
#9,Pastor,26.5,0,0,0,0.0,2.0,1,0,6,16,1,2,1,4,1,2,1,1,2
#13,Wesley,8.7,1,0,0,2.0,3.0,0,0,5,13,0,1,2,3,1,4,1,3,4
#12,Mathias,12.3,0,0,0,2.0,1.0,1,0,3,10,0,0,1,4,1,2,4,2,6
#5,Hélio,25.9,3,0,0,1.0,1.0,2,0,2,17,0,5,1,1,0,0,1,1,2
#3,Biro,8.7,0,1,0,2.0,0.0,0,0,2,6,0,0,1,3,0,0,0,0,0
#7,Lucas,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#28,Solano,0.9,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
#22,Jones,9.9,0,0,0,1.0,0.0,0,0,0,5,0,1,0,1,0,0,0,0,0
Equipe,Equipe,0.0,16,4,1,13.0,18.0,17,2,59,153,7,19,16,41,6,14,22,11,33
#30,Hettsheimeir,20.2,0,0,0,1.0,1.0,1,1,23,30,3,4,7,9,0,0,3,2,5
#10,Alex,28.7,11,0,1,1.0,3.0,2,1,15,27,3,7,3,3,0,0,4,0,4
#0,Anthony,24.8,3,0,0,2.0,2.0,0,0,11,22,3,4,1,5,0,0,0,0,0
#18,Michael,8.7,0,1,0,2.0,2.0,1,1,10,12,0,0,4,4,2,4,1,2,3
#13,Matulionis,16.5,3,0,0,2.0,3.0,0,0,10,20,1,3,2,4,3,3,3,1,4
#6,Shilton,17.9,0,2,0,3.0,1.0,2,1,6,9,0,0,3,4,0,1,8,0,8
#7,Isaac,19.8,1,0,0,3.0,0.0,0,0,6,6,2,2,0,0,0,0,2,0,2
#8,Henrique,4.8,0,0,0,2.0,0.0,1,0,5,5,1,1,1,1,0,0,0,0,0
#25,Gabriel Jaú,19.9,2,2,0,0.0,1.0,0,0,4,11,0,2,2,2,0,1,5,0,5
#44,Renan,13.3,0,0,1,3.0,0.0,0,0,3,9,1,3,0,0,0,0,2,0,2
#4,Stefano,11.8,3,1,0,0.0,0.0,0,0,2,8,0,2,1,1,0,0,0,0,0
#10,Duda,13.8,3,2,0,0.0,0.0,2,0,2,10,0,2,1,2,0,0,3,0,3
Equipe,Equipe,0.0,26,8,2,19.0,13.0,9,4,97,169,14,30,25,35,5,9,31,7,38
